text;category
maaf maaf kata aku tuh sedih lihat meme meme pak nadiem makarim beliau orang hebat gojek karya hebat perlu buat becandaan bijak elok;positif
excited hari nadiem makarim;positif
komposisi menteri kabinet pakdhe periode moga baik senantiasa keliling jalan politik etape dua;positif
selamat sukses selamat tugas wakil menteri desa pdtt bung desa;positif
mantap kali menhan baru go get them general;positif
selamat pak lantik menteri desa pdtt amanah diridloi gusti allah;positif
alhamdulillah pak prabowo jadi menhan merah putih rakyat indonesia selamat kerja pak presiden menteri;positif
selamat sukses atas lantik presiden wakil presiden menteri dewan hormat negara dpr dpd lekas kerja moga berkah amanah;positif
sah mantan bos gojek nadiem makarim jadi mendikbud alhamdulillah allah orang aku kagum sekarang jadi menteri didik budaya moga amanah jujur maju didik pak;positif
unexpected thing nadiem makarim mendikbud selamat beri ubah dunia didik;positif
trimakasih buk sus benar kecewa ibu lanjut jadi menteri kerja ibu periode kemarin ragu kerja menteri baru hasil transaksi politik beliau alam bidang maritimsukses terus ibu gbu;negatif
kalo jadi menteri jadi menteri smua kalo mau libat masyarakat jangan pilah lg rawan mnapun hak libat rasa dukung jokowi brharap laku kali tindak profesional obyektif boss;positif
terima kasih pak jokowi kabinet jilid ii wakil orang asli papua;positif
sembunyi kena pilih dewan menteri baru moga moga giat baik lahir republik indonesia kian maju;positif
manusia memang kadang sakit;negatif
harap bu sus tetap jadi menteri lhah;negatif
selamat kerja kabinet indonesia maju;positif
menteri ekonomi libat premi bpjs naik cukai rokok roket dulu kata om wir akar radikalisme miskin terus terus beban rakyat buat juluk biang radikalisme;negatif
lg menteri se keren bu sus baur rakyat sekat bilang ceplas ceplos pakai bahasa jawa orang desa terima kasih atas kerja lama jadi menteri bu sus;positif
banyak menteri jadi sorot apa cuma kesima lihat nama awan jejer kabinet jilid ii pak jokowi cung kalian kesima kaya;positif
kabupaten grobogan moga komposisi kabinet ciamik jilid indonesia makin daya maju lesat tembus batas segi apa entah didik ekonomi maupun aman;positif
bu sus jadi menteri capek degdegan tahun tiap notif jadi mau istirahat dulu;positif
jokowi gimana ceritane islamophobia jadi menteri agama indonesia duduk muslim besar dunia malu;negatif
eselon eselon ii eselon iii eselo iv apa enggak banyak tanya apa perlu menteri punya wakil boros duit negara pak angkat wakil menteri dukung mutung;negatif
menteri agama kabinet jokowi sekarang jendral bintang netral jadi imbang mudah mudhan keras ny jendral numpas radikalisme indo;positif
selamat hari pertama kerja bapak ibu menteri kabinet indonesia kerja jilid moga;positif
selesai pilpres selesai menteri biar kerja ayo kedai kopi;positif
banyak doa harap semat ganti kabinet bapak jokowi maruf moga mas nadiem bawa ubah arti dunia didik indonesia mendikbud hari punya peran penting indonesia tahun datang moga amanah berkah;positif
selamat sukses atas pilih bapk menteri desa pak halimdesa hebat indonesia maju;positif
terima kasih abdi bu sus moga alloh limpah pahala rahmat atas dedikasi lama jadi menteri kkp ai lap yu en rindu bu;positif
selamat kerja gus menteri tenaga damping profesional kab trenggalek siap awal kasih banyak;positif
menteri baru bersih awan;positif
sangat senang bangga atas kerja ibu sus lama jabat menteri laut sangat sayang ibu jabat ibu paling cocok pantas jabat menteri laut moga menteri beru ikut ny;negatif
sangat tanya menkum ham menteri kp tau kemarin menkum ham undur diri kemuadian jadi anggota dpr tiba jadi menkum ham terus ibu sus tau kerja sangat bagus kerja penting bangsa;negatif
sayang da pos menteri daya waria klau aku yakin pos menteri tsb serah sama lu des;negatif
total orang eks hmi kabinet bapak kaum nasionalis nahdliyin malah tinggal;positif
nadiem makarim lahir usia tahun founder gojek sekarang jadi menteri nah aku lebih tuaaaannnnn gin hayooo aaghhh semangat kerja karya;positif
mungkin menteri bumn baru selesai masalah terima kasih;positif
padahal pak jokowi kampanye lalu mau setop utang pilih menteri suka ngutang uda panjang periode pulak logika bagaimana bang;negatif
selamat nikmat panggung politik hari kerja kabinet jokowi indonesia maju awas tikung tajam bahaya;positif
moga bu sus sehat tetap juang nelayan indonesia maju sejahtera juang jadi menteri bangga bu sus;positif
selamat saudara suku dayak kalimantan atas pilih bapak alue dohong wakil menteri;positif
kurang paham coba paham tarik;negatif
banyak generasi muda kabinet jokowi baru;positif
amat kabinet jokowi akomodatif kompromi;negatif
selamat sukses pak menteri desa pdtt baru;positif
kapan jasa bu semua prestasi selalu toreh bangga indonesia smga mjd inspirasi semua tentu mjd tolok ukur menteri ganti bu sus sekarang jangan merosot jauh apa usaha bu sus lama;positif
sedih bu sus jadi menteri benar sendiri mau jadi menteri;negatif
bu sus masuk menteri mungkin terlalu ekstrim tipikal pribadi pak presiden kalem;negatif
selamat malam pak usul semua menteri jabat tingkat menteri bapak lantik hari milik akun twitter cepat merespon adu lapor masyarakat jadi bila suatu jadi antisipasi jadi besar bahaya;positif
benar harap ibu masuk kabinet bantu pak jokowi terima kasih kerja nyata ibu;negatif
satu sisi optimis mendikbud sisi ingat dikti gabung menteri didik sdg bayang rektor dekan dosen orang kampus profesor senior pimpin orang generasi muda mas nadiem makarim;positif
mungkin menteri cocok tuju bu sus tenggelam kapal asing curi ikan bagaimana lg hak prerogatif presiden suka suka rakyat hrs suka;negatif
sekarang terima prabowo jadi menteri entah siapa nama orang gerindra jadi menteri laut gantiin bu sus;negatif
aku pak susun kabinet box kes lepas tekan apa tinggal tunggu kerja selamat kerja poro menteri bangun indonesia;positif
jadi menteri prabowo buat bijak orang orang gerindra;negatif
bodoh menteri pertahanin pak wrong;negatif
bu sus jadi menteri lagiiii;negatif
alhamdulillah lantik bpk presiden ir joko widodo menteri bantu perintah moga depan indonesia lebih maju tanding negara dunia wss;positif
tenang lihat sama menteri baik sedang kasi cuti banget nnti menteri bagus kerja ganti terbaikmenteri baik;positif
selamat kerja kabinet indonesia maju;positif
selamat bpk ibu menteri kabinet indonesia maju moga apa harap bpk presiden wujud berkat gigih kerja keras menteri bantu presiden;positif
pak ibu masuk kabinet;negatif
radikal besar kepala negara terus anggap lemah tindak tegas menteri cepat gerak saat negara unjuk gigi;positif
siapa jamin orang dng kapabilitas tinggi sukses menteri hny basuki sus bilang sukses padahal awal banyak underestimate;positif
banyak aku andal susun kabinet rontok tantang preman politik gelandang politik depan tangan kompetitor pilih orang luar prediksi;positif
iya banget prabowo jadi menteri tahan sweet;positif
baru jadi menteri lantik bikin heboh masyarakat jadi wakil presiden mulut lo terlalu radikal sekali prof tukang adu domba;negatif
selamat atas pilih prabowo menteri tahan;positif
selamat sukses atas lantik menteri desa pdtt baru;positif
gawat perilaku radikal cara penghianat hti usung khilafah nyata jangkit departemen biar menteri baru edy prabowo benar copot segera ganti menteri kkp;negatif
selamat kader nasdem asal makassar bpk syahrul yasin limpo undang istana tuk gabung kabinet jilid ii jokowi makanya hrs syukur atas usaha lama;positif
selamat tri pilih om wisnutama nadiem makarim sayang buk sus;positif
menteri agama prabowo;negatif
menteri lucu beneran nadiem makarim;negatif
rakyat pilih menteri pilih ibu terus jadi ratu laut indonesia csaya mau bu sus lanjuttttt;negatif
kecewa pak jokowi harap menteri agama ganti jadi bang;negatif
kecewa perlu ingat tunjuk jabat menteri hak mutlak presiden lebih penting lg tau alas putus tunjuk menteri presiden sendiri hny duga duga aku kecewa koq;positif
daftar resmi kabinet jokowi periode bu sus;negatif
kemdikbud ri terima kasih bapak atas abdi dedikasi bapak mendikbud periode selamat datang selamat jabat bapak nadiem makarim;positif
beberapa hari terus debat lantik presiden lagi baru beberapa hari menteri kerja terlalu sibuk pikir rumit ujung debat hasil nama politik indonesia;negatif
mau bu sus jadi menteri laut ikan periode;negatif
selamat kerja presiden jokowi wapres maruf menteri wamen bantu presiden lain rakyat nanti kerja baik sekali dukung doa awas sama;positif
dear pak bu sus jadi menteri pak;negatif
alhamdulillah satu angkat jadi menteri kabinet jokowi maruf moga mampu jalan tugas baik;positif
moga tani indonesia makin maju sama menteri baru syahrulyasinlimpo kabinet indonesia maju universitas kh wahab hasbullah;positif
ngrep wlpun brjuang cci mki hina bhkn ancam tetap sama pak sppun menteri pikhn bliau smga amanh;positif
sedih njenengan lanjut jadi menteri laut ikan moga terus bu sus laku lebih baik terima kasih atas dedikasi lama salam hormat bu;negatif
arti didik depan fiddunnya wal akherat selesai sekolah langsung gaji trus sirotol mustaqim pakai gojek selamat mas bro nadiem makarim jadi mendikbud erti masa depan;positif
berfikiran positif anis sisir anggar biar segera laku baik kan beda menteri lama menteri baru wajar jajar bawah beberes moga sukses pak tito;positif
bayang yaaaahhhh bagaimana kualitas kader psi sodor kader layak satu masuk kualifikasi;negatif
gemes lihat kabinet jokowi mungkin nama perintah beban sini jokowi benar ikut intuisi senang semua orang kunci mau pribadi kan hak prerogatif presiden;positif
yah beneran bu sus jadi menteri laut ikan padahal kan nenek moyang orang laut bukan kakek moyang orang laut;negatif
selamat bapak jajar menteri indonesia maju selamat tugas moga amanah banyak orang tanya menteri paling populer masuk jajar kabinet;positif
lahir bingung nyalahin menteri sehat ngk bantu negara nyalahin menteri sosial susah nyampai rumah sakit jalan rusak nyalahin menteri pupr endingnya tetep istri younglex hamil luar nikah salah pak jokowi;positif
selamat bapak menteri desa bangun daerah tinggal transmigrasi ri periode;positif
sekarang jokowi pilih nadim level rektor universitas harus jadi kandidat menteri papar radikalisme jadi qadrun bagaimana mau bersih tubuh menteri menteri ngadrun kemendiknas masuk parah;positif
selamat atas pilih bpk abdul halim iskandar mendes pdtt kabinet kerja jilid ii moga barokah;positif
saidiman gabung prabowo kabinet jokowi tanda dua harga dukung;negatif
moga kalian sadar rivalitas pilpres sisa jabat hihiw;positif
mpud banyak bacot baru resmi jadi menteri banyak tingkah;negatif
ohww jadi nu minta jatah jabat menteri kes pamrih habis pikir gimana menag non muslim kena sumpah serapah;negatif
nama paling cari ngeshare nama menteri kabinet periode bu sus nyata sehat terus bu;positif
optimis perintah jokowi bantu menteri gabung kabinet indonesia maju seluruh rakyat indonesia satu bangun bangsa;positif
bu sus jadi menteri;negatif
terima kasih ibu laut indonesia walaupun jadi menteri ibu sus tetap ibu laut indonesia nice day;positif
pdi juang ucap selamat atas pilih nadiem makarim menteri didik budaya;positif
call fight against radicalsm harap besar sini siap mengkeret tuh mau acak negri paham radikalisme selamat datang kabinet indonesia maju terima kasih pak;positif
wah nyata nadiem akhir jadi mendikbud apa moga kabinet baru bawa indonesia jadi lebih baik;positif
mas posisi menteri lan wamenag opo ora cek ricek kan presiden duwe badan tni polisi punya jaksa punya kurang opo negoro;negatif
selamat emban amanah kerja ibu hj menteri ketenagakerjaan bantu pak;positif
turun turun istilah keren dulu dudi dunia usaha dunia industri lama ngajar top menajemen kampus mikirnya gin selamat kerja pak nadiem makarim titip satu pak cabut permen thn yah pak;positif
gus abdul halim iskandar bapak holopis kuntul baris selamat bangun desa lewat kabinet indonesia maju;positif
mana menteri asli papua gada pak;negatif
padahal kwn tki ber harap bu sus jadi menteri dengar pak jokowi;negatif
kalian tuh habis ulah konyol kalian ayoo menteri agama baru sempat tunjuk menteri agama nkri bukan menteri agama islam;positif
pasar sambut negatif kabinet baru jokowi;negatif
lihat komposisi menteri utama menteri laut jelas beban;negatif
baru lantik menteri edhy prabowo mau bangkang presiden;negatif
plus prabowo taruh menteri tahan kabinet seruuuu;positif
beuh menteri didik nadiem makarim;positif
idola ibu keras tegas jaga potensi ikan laut tuhan hingga binasa laut indonesia jadi menteri justru jadi barometer sukses ganti beliau;positif
tukang ojek jadi menteri pilih pak nadiem makarim kabinet jokowi moga bawa ubah dunia didik endonesya usah muluk muluk mulai hapus uji akhir uji;positif
selamat kerja pak seluruh menteri kabinet indonesia maju ir joko widodo kh maruf aminmenuju indonesia maju;positif
selamat atas pilih bapak sebaagai menteri tahan;positif
yah ibu sus jadi menteri;negatif
jaman dulu kabinet presiden emang transaksional mbak mungkin cuma si harto kabinet monopoli;negatif
bu sus nama menteri belum selalu cari berita semua media sosial kini jabat;negatif
koq baru lantik jumlah menteri malah bikin ulah menkopolhukam menag cuma bicara radikalisme wamenag sibuk like situs pornooh;negatif
kini menteri tahun moga direshufle tahap ikut wapres tahun againt presiden selamat kerja;positif
salah satu menteri kabinet kerja periode pertama pakdeh jokowi braderr si wawen sekarang;negatif
cepat menteri satu reshuffle pak jokowi layak jadi menteri;negatif
ragu kerja nadiem makarem srbagai mendikbud kecewa bu masuk kabinet;negatif
selamat kabinet baru masa perintah jokowi maruf moga amanah;positif
moga didik indonesia gitu gitu tang diri gojek ket arab lulus harvard inisukses pak nadiem makarim;positif
selamat sukses gus abdul halim iskandar menteri desa bangun daerah tinggal transmigrasi ri desa bangun indonesia;positif
level menteri uji justru jelas bukti kerja nmn panggil kmbl pres bu tetap mnjd sus kenal lama tetap rendah hati sederhana tnp kata patah hati;negatif
rasa cukup janji komposisi kabinet susun pak insya allah bantu beliau realisasi janji politik tokoh beri harap prof ibu sri mulyani pak airlangga hartarto;positif
selamat jabat menteri tahan republik indonesia bapak moga indonesia jadi ri jadi negara kuat asia tahan negara kokoh modern;positif
senang nama prof mahfud md jendral tito wishnutama nadiem makarim;positif
excited lihat nama menteri pak jokowi selamat kerja moga gacor;positif
demokrasi jokowi ajak prabowo jadi menteri lipi buat apa milu semua piala;negatif
selamat atas lantik bpak menteri desa bpak halimiskandarnu moga makin sukses bawa indonesia smakin maju;positif
selamat tugas wakil menteri desa pdtt baru bangun desa desa indonesia;positif
way menteri kkp baru semangat pak kerja bpk hrs lebih bu sus sama bpk ganti bu sus banyak bu sus bu sus jadi trending twitter jadi bpk kurang lebih pantau sama;positif
selamat tugas pak nadiem anwar makarim mendikbud ri;positif
penuh memang kurang semua butuh proses kan bang percaya pak pimpin adil kabinet bentuk ambil orang muda bukti bidang swasta wujud perintah nanti luar perintah sperti gmni;positif
paling nyesek menteri agama dapat tau;negatif
terima kasih kerja capai bu sus tahun akhir salah satu menteri favorit kabinet jilid moga temu sempat;positif
sindir inas hanura jokowi hitung kawan dasar kalkulator hanura bicara soal kader jatah kursi kabinet indonesia maju padahal hanura rasa ikut juang keras menang presiden joko widodo pilpres;negatif
moga amanah mas boss;positif
punya dirasat baik selamat kerja pak senang lihat nama kabinet jilid;positif
ria serempak perdana anggota dpr baru ketua memberitahukan kapolri emban tugas baru jadi menteri setujuuuu;positif
inshaallah doa kan bpk prabowo jamin pulang hrs wiro sableng banyak akal perlu catat jokowi benar sangat paksa pasu prabowo kabinet bila prabowo kabinet jokowi yakin tahan babak final prabwo vs jokowi;positif
menteri rasa presiden;positif
selesai pilpres selesai menteri biar kerja ayo kedai kopi;positif
opening ceremony jelas sangar bapak menteri;positif
meski banyak coba yakin presiden lebih tau apa baik putus susun kabinet baru nilai pak jokowi tunduk kompromi politik sharing kuasa antara elit parpol;negatif
selamat sukses atas amanah baru menteri negeri selamatbertugaspaktito;positif
banyak ragu pilih menteri sama dulu bu sus ragu lulus smp jabat beliau jadi trending hingga puja puja;negatif
jokowi lantik menteri projo pamit rasa butuh;negatif
menteri sekarang sangat kuat kagum negara segani luar negri semua menteri buat getar negara maju ada pak bowo sejarah menteri agama mantan tni maksud semua faham buat pak jokowi selamat menteri kerja amanah;positif
selamat atas lantik menteri laut ikan bapak edhy prabowo moga sektor ikan indonesia makin jaya laut darat;positif
maaf pak butuh menteri sungguh bangun bangsa bukan anggap bangsa samping nasib rakyat jadi prioritas perintah bukan sambil yakin banyak punya waktu lebih banding pak;positif
saking kabur jelas gus nulis artikel pesan buat menag baru definisi kelompok radikal;negatif
jabat eselon rang wakil menteri tambah layan rakyat rang layan rakyat malah tambah;negatif
ibu bukan menteri aku aku sedih bu sus jabat menteri walaupun bawah beliau gebrak rasa banget rasa cinta laut bener bener liat;negatif
harus bu sus lanjut jadi menteri peripde lanjut sayang ribu sayang pak pilih orang;negatif
selamat atas lantik kabinet kerja indoneisa maju jilid;positif
jokowi takut asing amrika china moga infonesia makin maju asi dunia kabinet jilid ii jokowi;positif
kiai pbnu protes pilih menteri agama presiden jokowi;negatif
pak prabowo jokowi menang berkat kalah pak prabowo atas andil jokowi angkat pak prabowo jadi menteri;positif
ampooon aku pernah foto sama pak menteri selamat emban tugas baru pak moga sehat selalu;positif
selamat tugas pak menteri baru;positif
percaya pilih pakde jokowi dukung support menteri kerja indonesia maju;positif
agama jadi senjata senjata jadi agama satu pisah;negatif
semangat seluruh menteri baru lantik;positif
happy lihat pak prabowo jadi menteri tahan kabinet pak jokowi beneran duga lamaaaa sekali maju terus pak biar nkri makin kuat gengsi jadi mana proved trueeeeee;positif
organisasi massa sukarelawan dukung jokowi projo kecewa jokowi pasu prabowo kabinet indonesia maju;negatif
selamat tugas percaya bangun negara hati hati target sesuai pak presiden siap siap copot;positif
selamat tugas kabinet indonesia maju;positif
dukung mas nadiem makarim moga jadi mendikbud ubah didik indonesia maju unggul;positif
lee kwang soomenteri laut ikan siap ganti bu sus siap tenggelam foto tipu bangeeeeeet heran banyak demen;negatif
erick thohir jadi menteri nyata mantap;positif
terima kasih ibu sus atas kontribusi jaga air daulat indonesia salah menteri favorite;positif
doa erick selamat jerat birokrasi balas dendam siapa kata dahlan;positif
orang baik tinggal salah satu alas pilih pak jokowi menteri perempuan bu sus sedih saat paling pak;negatif
sedih film india lebih sedih mlihat buk sus jabat menteri love buk;negatif
bodoh pikir jadi buah kebanggaanmengayomi seluruh agama posisi menteri sama sama rata semua agama cerdas menteri baru ajar benar dulu baru bole press release;negatif
somehow punya harap sama nadiem makarim moga beliau manfaatin teknologi buat perata didik punya ide bagus buat solusi masalah didik indonesia kadang perlu orang biasa luar lingkar buat nyeselein masalah suatu lingkar;positif
selamat sukses kerja bangsa aamiindaftar lengkap menteri kabinet indonesia maju jokowi;positif
moga menteri kkp baru tuntas masalah rakyat harap;positif
bu sus jadi menteri mau ngemong tuti;negatif
bapak jokowi serta pak maruf pikir matang kena jajar kabinet indonesia maju oposisi laku kali buah jalan satu buah beda dapat milik tuju sama nkri;positif
curiga menteri baru mungkin kritik jajang menteri baru dl jadi menteri kuasa ngulik twitternya jajang;negatif
usah menang sukur akhir sadar diri moga tiada kalian negeri damai ikhlas memang butuh budi ariejokowi lantik menteri projo pamit rasa butuh;positif
selamat kerja kabinet segarrrrr asiq kieu euy list menteri;positif
selamat tugas pak menteri;positif
tuju si aku banget posisi sama latar belakang prabowodan jadi bungkam jelek jokowi pbw si emg hhh buat ape milu kalah masuk jadi menteri;negatif
aku dukung pak jokowi apresiasi kabinet pak jokowi sesuai sama hati aku aku suara msalah pakde mau dger mslah beda sama buzzer bikin rusuh bkin rusak nama pak jkwi salah twet tggl apus cemen;positif
mitra gojek sangat dukung mas nadiem makarim jadi mendikbud bukti nadiem makarim milik kapasitas kapabilitas kompetensi jadi mendikbud;positif
ahok hebat jadi menteri pak jokowi apa gara orang mantan napi;negatif
ahy doa jokowi maruf kabinet indonesia maju sukses lewat;positif
gokil nadiem makarim mendikbud bayar spp cashback pakai gopay pak;positif
rasa lebih pintar pak jokowi yaa kabinet bentuk bukan asal comot kecewa jangan jadi negative thinking kabinet baru lantik hari dah kritik sana sini;positif
ibarat masakan asa hambar bu sus kabinet jokowi;negatif
jk dukung beri sempat kabinet bawah pimpin jokowi kerja baik baik;positif
ragu lg pak prabowo cocok banget jadi menteri tahan semangat kerja pak;positif
selamat sukses atas amanah baru menteri negeri republik indonesia selamatbertugaspaktito;positif
asal mangap baca ucap selamat menteri;positif
cuma bingung bu sus ajak jadi menteri kkp;negatif
ibu sus jadi menteri akutu sedih bu;negatif
kabinet baru semangat baru rakyat;positif
bu sus mana;negatif
orang cukup lama berkarir abdi negara sungguh jabat pak prabowo sekarang lompat cukup jauh jabat belum pangkostrad langsung menteri tahan pernah jadi kasad panglima tni;positif
ibu menteri baik hasil survei pilih entah apa pikir orang bantu jokowi pilih kandidat menteri walaupun pilih rakyat indonesia berterimakasih atas kerja keras ibu lama good luck;negatif
terima kasih banyak atas dedikasi ibu lama warga indonesia sangat berterimakasih sekaligus bangga milik menteri bu sus sangat rindu ibu;positif
kta lihat sama formasi menteri dtunjuk pak beliau tempat tokoh pos menteri bsa konsolidasi tangan radikalisme hajar radikal;positif
