text;category
" #Kabinet Jokowi:  Koalisi gemuk  setelah Prabowo Subianto merapat ke pemerintah  sinyal negatif demokrasi Indonesia? - BBC Indonesia https://t.co/ETuohZ6h8u #Demokrasi #Indonesia""";negatif
" #KabinetBalasBudi Jokowi telah melantik 12 Wamen KIM yg dikritik   dinilai tak regulatif serta hanya akomodir kepentingan parpol.""Pengisian jabatan wamen adalah kebijakan yg patut dikritisi mengingat sistem presidensial di UUD 1945  menteri sbg pembantu presiden"" https://t.co/gFmDP34GGR https://t.co/yjkNB7qvIU ";negatif
" #KabinetBalasBudi percuma klo menteri Yg katanya pada Pintar dan Profesional"" klo masih ada setingkat Camat dan Lurah gak hafal Proklamasi dan Sumpah Pemuda kkkkkkkkkkkkkkk  artinya pejabat negara juga harus Profesional Sampe Ke tingkat Paling Bawah.Begitu Bung @jokowi ";negatif
" #KabinetIndonesiaMaju ?????????Jangan ngimpi..Jangan n dongeng..Nih menteri agama yg anda pilih.Anda sungguh menggelikan Presiden @jokowi . https://t.co/ejFaplBogT""";negatif
 #kabinetIndonesiaMaju cuma jargon  isi manusianya masih nongol menteri menteri muka itu aja  cahyo kumolo  yasona  luhut  moeldoko  edhy prabowo ditambah prabowo...Kasian anak anak mudanya macam nadiem...pasti ga tahan beliau disitu.. ;negatif
 #KabinetJokowi#RockyGerung  \ Itu pesta yang dipaksakan  orang disuruh antre masuk pesta pakai kemeja putih  terus ditanya-tanya oleh wartawan     ungkap Rocky.https://t.co/9QXs2UR3BQ ;negatif
 #KangenBuSusi Pak @jokowi mohon kembalikan Bu @susipudjiastuti ke Kabinet. Kami suka kinerjanya ;negatif
 #kangensusipudjiastuti #susi #susipudjiastuti #SusiPujiastuti semoga bisa jadi cagub/cabup ya Bu. Menteri pilihan rakyat bukan pilihan partai/DPR ;negatif
 #KataPengamat bukan #KataKita Keputusan Presiden Jokowi merangkul lawan politiknya Prabowo Subianto masuk ke kabinet menurut sejumlah pengamat  bergabungnya Prabowo menunjukkan kekhawatiran Jokowi dalam mengemban mandat dari konstituennya. ;negatif
 #LunasiJanjiLama#LunasiJanjiLama Ada yg di janjiin gak sih jadi menteri  tp gak jadi..https://t.co/FS2aixNNfD ;negatif
 #Media Asing Soroti Persoalan HAM Prabowo di Kabinet Jokowi - CNN Indonesia https://t.co/ko5fgCXtcG #Prabowo #PrabowoSubianto #Berita #Politik #Gerindra #Indonesia ;negatif
 #MenhanRasaPresiden Londo Lokal @mohmahfudmd   baru dilantik sdh otoriter. Btw  ada gitu UU nya klo Menko bisa memveto kebijakan menteri teknis dibawahnya? https://t.co/p31V5iO8y7 ;negatif
 #MenhanRasaPresiden Byuh7x segitunya ya ama Menhan baru  br jg sehari kerja udah jegal n sikut n hambat.Katanya Pancasilais n bela NKRI tp knp ngotot banget jd     nya mamarika atheis n panda pekaceh?\ \ #PemberontakanGenkKapakMerahhttps://t.co/ER9CBAehi8 https://t.co/52GrujiWPY ;negatif
 #MenkoOplosan MenKo? Menteri Komat kamit maksudnya? Baru seminggu udah komat komit dimane mane... ;negatif
 #Menteri Jokowi  Mahfud MD Mulai Dijegal PDIP  Prabowo Dapat Dukungan# Baca berita terkini dan dapatkan uang! Ayo download Baca Plus dan isi kode Invite-ku:  dengan klik di sini: https://t.co/MPevETKZ9F ;negatif
 #Menteri Jokowi  #Koalisi Jokowi Dua jenderal purnawirawan pernah ada dalam satu cerita panas. Masa-masa itu telah berlalu dua dekade lebih. Kini mereka berpotensi berada dalam satu kabinet.https://t.co/i1TeBRWeo8 ;negatif
 #MenteriJokowi #KabinetJokowi Sejumlah nama menteri Kabinet Indonesia Maju yang dipilih oleh Jokowi ini ternyata pernah berurusan dengan KPK.Siapa saja mereka? https://t.co/RYodwhzWkH ;negatif
 #MenteriJokowi berkomunikasi dan ikut arahan pak @jokowi ttp #menteri @chedetofficial tdk berkomunikasi dengan baik ;negatif
 #MostPopular Sedih Karena Bu Susi Tak Jadi Menteri Lagi? Ingat Pesan Psikolog https://t.co/c5qb8itYi6 ;negatif
 #MostPopuler Menteri Jokowi Cuma Ada 34  kok Pemerintah Siapkan 101 Mobil Baru? https://t.co/qLKMqglzy6 ;negatif
 #MuslimahNews -- Benar  sistem demokrasi yang terbukti hanya untuk kepentingan para pemodal telah melahirkan politikus yang membebek pada titah tuannya. Pada akhirnya rakyat yang akan jadi tumbal kerakusan penguasa beserta tuannya. Bagaimana menurut Anda?https://t.co/ghKpPR9TGW ;negatif
 #Nadiem Makarim lebih cocok jadi Menteri PAN RB: Siap-siap direshuffle aja. ;negatif
 #NadiemMundurAja Blunder @jokowi adlah menggangkat NM jd Menteri @Kemdikbud_RI  memang kebijakan Pendidikan perlu terobosan TAPI ADA PAKEM YG TDK BISA DILANGGAR DI DUNIA PENDIDIKAN  hrs yg sdh Tamat pendidikanya utk mengatur pendidikan org.#NadiemMundurAja#ReformasiDiKorupsi ;negatif
 #News Minta Posisi Tiga Wakil Menteri  Meneg BUMN Erick Thohir Dianggap Berlebihan  https://t.co/BeKhNjqC6C ;negatif
 #News: Cek Fakta: [SALAH] Kecewa Kader NU Tak Di Jadikan Menteri Agama  PBNU Do   akan Jokowi Kualat https://t.co/5cIOT2DS5t | Kabar Tangsel ;negatif
 #OposisiBelaRakyat SALAH Jalan Lagi....Neoliberal diakomodir lagi dalam kabinet  sudah pasti ekonomi bakal stagnan.Cara yg dipakai tak ada yg berubah.INGAT..!Ekonomi jadi carut marut  nasib Anda akan seperti Soeharto    @GUSDURians     https://t.co/4aCtDstjYw ;negatif
 #PalingPopuler Keputusan Jokowi mengangkat Prabowo Subianto sebagai Menteri Pertahanan  dinilai telah menutup keran bagi korban dan keluarga HAM dalam mencari keadilan. Apa pendapatmu? https://t.co/g0to9F3SFZ ;negatif
 #Pengamat Sebut Komposisi Kabinet Jokowi Mengarah Pada Liberalisme Ekonomi dan Persempit Ruang Demokrasi - https://t.co/DyE6MYxfHp https://t.co/zwuWgcnJPo #Demokrasi #Indonesia ;negatif
 #PopulerB1 #Ekonomi: Komentar Rudiantara Soal Nadiem Makarim Masuk Kabinet Jokowi https://t.co/1ZL76Z2w7l ;negatif
 #PopulerB1 10: Prabowo Jadi Menteri Jokowi  Gerindra: Kami Keluar dari Zona Nyaman https://t.co/CtyRWaCiU6 ;negatif
 #PopulerB1 8: Prabowo Jadi Menteri Jokowi  Gerindra: Kami Keluar dari Zona Nyaman https://t.co/CtyRWaCiU6 ;negatif
 #Prabowo #KabinetJokowi#HarisAzharHaris menyebut masyarakat seolah dibohongi dengan Pemilu 2019. Ia lantas menyinggung tentang isu Prabowo sebagai pelaku pelanggaran HAM berat.https://t.co/OJaKFuNSO7 ;negatif
 #Prabowo Calon Menteri  Pengamat: Rekonsiliasi Tak Selalu Dimaknai Bergabung - https://t.co/szBrrOi8N4 https://t.co/r4D2xVE827 #Prabowo #PrabowoSubianto #Berita #Politik #Gerindra #Indonesia ;negatif
 #Prabowo Jadi Menteri  Pengamat Singgung Pilpres 2019: Jokowi Beri Penghormatan Musuh yang Terluka - Tribunnews https://t.co/vrBawAPU8z #Prabowo #PrabowoSubianto #Berita #Politik #Gerindra #Indonesia ;negatif
 #Prabowo Jadi Menteri  Politikus PAN Bicara Soal Nama Baik - https://t.co/ElksmFU3E3 https://t.co/cfgE92f3qH #Prabowo #PrabowoSubianto #Berita #Politik #Gerindra #Indonesia ;negatif
 #Prabowo Kini Jadi Menteri Pertahanan Jokowi  Said Didu: Ingat Korban Nyawa Persaingan Bapak Berdua - Tribunnews https://t.co/cGHcC8kQAw #Prabowo #PrabowoSubianto #Berita #Politik #Gerindra #Indonesia ;negatif
 #Prabowo Masuk Kabinet Jokowi  Pengamat : Ini Kemunduran Demokrasi Politik - https://t.co/mgzG3i9RoS https://t.co/YYpqXJAazn #Demokrasi #Indonesia ;negatif
 #Prabowo Masuk Kabinet Jokowi  Viral Foto Pendukung 02 Keluar Grup WA - https://t.co/lg8eka4Xz4 https://t.co/tct6zs467y #Prabowo #PrabowoSubianto #Berita #Politik #Gerindra #Indonesia ;negatif
 #Proxywar #Back2Orbit #Pancasila #UUD45 #asliPrihandoyo Kuswanto: EKSPERIMEN MENTERI PENDIDIKAN ALA GOJEK .Entah apa yang terpikir oleh pak Jokowi menunjuk komandan GOJEK menjadi menteri Pendidikan  ini... https://t.co/8w6WrgPglG ;negatif
 #RadikalKepanasan  kapan bu susi  ahok  grace jadi menteri  Pak @jokowi  ? ;negatif
 #Relawan Jokowi Nilai Demokrasi Menjadi Tak Sehat dengan Hadirnya Prabowo dalam Kabinet - https://t.co/ZoNzfrNAvc - Megapolitan https://t.co/ZoNzfrNAvc https://t.co/L9j4S2Ri0f #Demokrasi #Indonesia ;negatif
 #Rocky Gerung Kritik Habis Prabowo jadi Menteri Pertahanan  Ternyata Jokowi Punya Alasan ini - Pos Kupang https://t.co/x5mgirmnYA #Prabowo #PrabowoSubianto #Berita #Politik #Gerindra #Indonesia ;negatif
 #SusiPudjiastuti Bu Susi Padahal  nama Susi Pudjiastuti santer dikabarkan menjadi kandidat kuat menteri Jokowi. Kinerja Susi Pudjiastuti juga dirasakan puas oleh publik.https://t.co/L8CfeSFcAJ ;negatif
 #VIDEO: Amien Rais Tak Restui Prabowo jadi Menteri Jokowi - https://t.co/cTfmLO22PE https://t.co/fRJiyAfSjA #Prabowo #PrabowoSubianto #Berita #Politik #Gerindra #Indonesia ;negatif
 #VideoLiputan6 Amien Rais Tak Restui Prabowo jadi Menteri Jokowi https://t.co/cCl9a6jvG5 https://t.co/jI6QgX5Iij ;negatif
 #weneedsusiKita sorot kinerja menteri kelautan baru... Ga cocok  ganti buk #SusiPudjiastuti lagi ya pak #JokowiMaruf2019Siap kan pak #edhiprabowo ;negatif
 #WeWantSUSI #WeWantSUSI  @susipudjiastuti  untuk duduk di kabinet Bapak @jokowi ;negatif
 #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI  pak @jokowi kenapa bu @susipudjiastuti menteri dgn kinerja terbaik malah tdk masuk lagi di kabinet 2019-2024? #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI https://t.co/STt4kQD49L ;negatif
 #WeWantSUSI #WeWantSUSI   KPK monggo di pelototin menteri KKP yg skrg. Melenceng dikit langsung garuk aja @KPK_RI https://t.co/zUwSeHzKko ;negatif
 #WeWantSUSI #WeWantSUSI #WeWantSUSI #WeWantSUSI Menteri KKP harusnya masih dipegang @susipudjiastuti  bukan di berikan ke elite partai Pak @jokowi ;negatif
 #WeWantSUSI #WeWantSUSI #WeWantSUSI Yang Terhormat Presiden RI @jokowi Rakyat masih menginginkan Bu @susipudjiastuti jadi salah satu menteri di kabinet Bapak. https://t.co/E9wN810upc ;negatif
 #WeWantSUSI vatah hatiii gw Bu Susi ga jadi Menteri lageee   ;negatif
 #WeWantSUSI gilaaa sedih banget menteri kelautan bukan bu susi lagi. Tapi emang ibu mau pensiun katanya. Makasih yaaa bu atas jasanya 5 tahun lalu. #ThankYouBuSusi @susipudjiastuti ;negatif
 #WeWantSUSI karena sering ribut dengan luhut  @susipudjiastuti akhirnya tidak jadi menteri. Wuuu @jokowi ;negatif
 #WeWantSUSI krna dampak ibu susi lah yg membuat saya jd kepo dengan kinerja menteri yg lain ;negatif
 #WeWantSUSI pak @jokowi mohon kembalikan ibu @susipudjiastuti di kabinet.. Kecuali ibu sudah tidak bersedia lagi ya mau diapa.. Indonesia butuh pejabat seperti beliau pak... ;negatif
 #WeWantSUSI please @jokowi kapan @susipudjiastuti dipanggil keistana? Itu menteri hebat loh? ;negatif
 #WeWantSusi RIP Kabinet kerja Jokowi...yg bersih tidak dilanjutkan yg kotor disimpan  bukti pemerintah takut sama mafia perdagangan ikan...this country is indeed governed by thugs ;negatif
 #WeWantSUSI Salah satu menteri Kesayangan Guee ayo bu susi Lanjut lagi #WeWantSUSI #WeWantSUSI @susipudjiastuti ;negatif
 #WeWantSUSI semoga bu susi jd menteri lagi  aamiin ;negatif
 #WeWantSUSI WE DON   T NEED KADER PAR(TAI) YANG GA NGERTI URUSAN LAUT WHICH IS NELAYAN KITA BUTUH MENTERI BUKAN UNYENG2 HALO @JOKOWI?!1!1!1 ;negatif
 #WeWantSUSI Yg sudah terbukti kerjanya diganti  yg belum terbukti kerjanya justru diangkat jadi menteri  apa ini perjudian.? apa  bpk @jokowi tdk menyesal kehilangan wanita paling berpengaruh diindonesia.? ;negatif
 #WeWantSUSI. Paakk @jokowi. Saya mohon supaya bu @susipudjiastuti jadi menteri kelautan lagi. Pliisssss paakkk. ;negatif
 #WeWantSUSI. Sy mohon pak @jokowi tetap menjadikan bu @susipudjiastuti sbg menteri kkp. Pleasssee. ;negatif
 -  Edhy Prabowo Jadi Menteri KKP  Warganet: Pakde  Kemana Bu Susi? https://t.co/zG7vdwrAjT ;negatif
 (-)- kebanyakan mengakomodir kader partai  sampe partai ga masuk parlemen dan relawan dimasukin kabinet- Jendral dimana-mana. Seriously Menkes  Menag  Mendagri harus jendral?- Beberapa menteri berprestasi (Susi  Jonan) malah ga masuk ;negatif
 (BBC | Menteri Jokowi: Tiga menteri pernah diperiksa KPK  aktivis anti-korupsi beri ...) https://t.co/wCqjZhDRPM#pemilu #pemilu2019 ;negatif
" (BBC | Wakil Menteri Kabinet Jokowi: Antara  kompromi politik  dan  pemborosan anggaran ) https://t.co/heACVglAQq#pemilu #pemilu2019""";negatif
 (Berita | Pilih Menteri Bermasalah  Komitmen Antikorupsi Jokowi Dipertanyakan) https://t.co/fHqNnousmp#pemilu #pemilu2019 ;negatif
 (Berita | Prabowo Perkuat Kabinet Jokowi  Haris Azhar Bilang seperti Dibohongi: Apa ...) https://t.co/9Ln3E2HaBx#pemilu #pemilu2019 ;negatif
 (CNN Indonesia | Media Asing Soroti Persoalan HAM Prabowo di Kabinet Jokowi) https://t.co/YeQw5bbWJd#pemilu #pemilu2019 ;negatif
 (Okezone | Pendukung Kecewa Prabowo Jadi Menteri Jokowi  Gerindra Singgung Pencalonan ...) https://t.co/bDPiMLo0KB#pemilu #pemilu2019 ;negatif
" (POLLING):Melihat kontroversi prjalanan pem jokowi:utang LN yg mkn bengkak pertumbuhan ekonomi  5% lap kerja sulit dll.Periode 2:Pengumuman hsl pilpres o/ KPU pd tgh malam ""dimenangkan"" o/ MK. ditambah lg kabinet baru dgn byk wjh lama.Menurut Anda pem jokowi akan bertahan selama? ";negatif
 (purn) jenderal di angkat Menteri yg kurang tepat  yaitu kemenag  Kemenkes dan menko kemaritiman   investasi  Jokowi mau membangun peradaban bangsa apa keamanan bangsa.Kementerian yg mestinya mengedepankan dialog   humanis  ini mau pendekatan security. ;negatif
 (Vivanews | 3 Menteri Pernah Diperiksa KPK  Kabinet Jokowi Dikasih Nilai D) https://t.co/MDIVz4KQGu#pemilu #pemilu2019 ;negatif
" (Vivanews |  Koalisi Gemuk  Kabinet Jokowi  Sinyal Negatif Demokrasi Indonesia?) https://t.co/ramjLZemtP#pemilu #pemilu2019""";negatif
 )  INDEF: Pak Jokowi  Kualitas Tim Ekonomi Kabinet Merosot https://t.co/JEn1eDm3bY ;negatif
 * Bu Susi tidak jadi menteri lagi Me : Aku gapapa kok Hati :    #Bususi #WeWantSUSI https://t.co/sVytSfFbeW ;negatif
 * KABINET KORUPTOR *Separuh menteri Jokowi-Amin tersangkut kasus korupsi https://t.co/7ZE0mXE0qi #LINETODAY ;negatif
 * Rizal Ramli: Ekonomi Harus Tumbuh 7-8%  Visi Pak Jokowi Tidak Bakal Terwujud Karena Menteri Ekonominya Tidak Dirombak https://t.co/lkyCNCvcrm https://t.co/uTN5HcIc8q ;negatif
 * Rizal Ramli: Ekonomi Harus Tumbuh 7-8%  Visi Pak Jokowi Tidak Bakal Terwujud Karena Menteri Ekonominya Tidak Dirombak https://t.co/XPvPrOV8Aa https://t.co/Z3DiAf06A ;negatif
 *Baru Menjabat  Erick Thohir Minta 3 Wakil Menteri ke Jokowi*https://t.co/GVEULqv3NQ Dari awal sudah menimbulkan kontroversi di masyarakat. Selain dugaan kasus korupsi royalty fee Asian Games juga banyak yang meragukan kemampuannya ngurus BUMN. ;negatif
" *BARU SEHARI JADI MENTERI  JURUS BUANG BADANNYA SUDAH FASIH SEPERTI JOKOWI*Oleh : Nasrudin Joha ___________________""Terkait dalam hal permintaan Alumni 212 untuk mengembalikan Habib Rizieq  tentu itu menjadi... https://t.co/LL9tYMd4lN ";negatif
 *Edhy Prabowo dikasih map sama Jokowi*Dibuka Edhy tulisannya :  \ Maaf saya ngeprank anda  Menteri Kelautan saya tetep Bu Susi. Hehe    ;negatif
 *Gmna ini kok menteri 2 nya bnyk tersandung KPK...**Apa gak ada oramg PAPUA asli yg bersih*....Pantesan KPK mau d lumpuhin...._Klik_..https://t.co/kDqCj8r3Aw#JokowiDijebak @PosperaDIY @adianna70fans @dpd_posperadiy @MIQBALF5 @jokowi@ki_ag0 ;negatif
" *nonton pengumuman menteri*""Nadiem Makarim  sebagai Menteri Pendidikan dan Kebudayaan""Aku dan tante yang nonton HaHH PeNDidIkaN daN KEbUdaYaAN?!!"" ";negatif
 *Pilih Wamen Dari Politisi Dan Relawan  Prof Asep Warlan Yusuf (Guru Besar FH Universitas Parahyangan): Jokowi Salahi Aturan*Pada UU  No. 39 Tahun 2008  penjelasan Pasal 10: *Yg dimaksud dengan   \ Wakil Menteri    adalah pejabat karir (PNS/ASN)* @kangdede78https://t.co/4FKCg1mGuh ;negatif
 *REAL TRIUMVIRAT*Pak Prabowo masuk menjadi dalang. Masuk sebagai Menteri stategis Triumvirat berdasar pada Pasal 8 UUD 1945 dan Pasal 17 UU no 39 Tahun 2008.Dari awal saya menantikan ini  ternyata permainanmu itu Indah Jendral. Cebong yang dapat apa siih  #KabinetIndonesiaMaju https://t.co/CTJoi3mp2I ;negatif
 *Waduh baru di lantik menteri BUMN sudah di laporin ke Polisi gegara Tenis Meja.....*https://t.co/LxUQX33cGZ@jokowi @KiAgok @PosperaDIY@dpd_posperadiy@adianna70fans ;negatif
 -. Menteri Jokowi Cuma Ada 34  kok Pemerintah Siapkan 101 Mobil Baru? https://t.co/LkAuoAON4c ;negatif
 ....salah menempatkan orang kayaknya pak jokowi Seharusnya @mohmahfudmd di tempatkan di kemenag aja kan latar belakangnya ad keterkaitan dgn dirinya yg beretnik madura.. selain dia jg seorang sipil..Dan Fahrul Razy Yg Lebih pas sebetulnya yg di jadikan menteri Polhukam... ;negatif
" ...mengingat Prabowo rival yang cukup keras waktu itu. Kami bertarung cukup keras. Akan tetapi  sekarang menjadi Menhan "" kata Sekjen Projo. https://t.co/QNRQBylkBq ";negatif
" ...penambahan posisi itu hanya akan membebani Anggaran Pendapatan dan Belanja Negara (APBN)""SBY 3 dikritik  Jkw 12 gapapa. Klu Jokowi mah bebas.. Megawati Kritik Penambahan Wakil Menteri SBY - VIVA https://t.co/WbygdCTzBD ";negatif
 /edc apa cuma aku yang was was sama kebijakan menteri pendidikan yang baru  apalagi setelah pendidikan tinggi dibawah naungan kemendikbud  :( ;negatif
 @__arliani Maavkan! Evek prabowo jadi menteri membwad q bervikir tak jernih ;negatif
 @_aisthetic iyaaa isss sama:(( tapi tuh gaada bu susi serasa blom rampung pak jokowi bacain kabinet menteri nya ;negatif
 @_CHChotimah Semua salah jokowi Mbak        https://t.co/bLJvHefxJE ;negatif
 @_garuda501 @jokowi @prabowo Baru aja beberapa jam beliaunya di Lantik  ...Bisakah pertahanan NKRI hancur ?Kemana aja menteri sebelumnya ??? ;negatif
 @_garuda501 @jokowi @prabowo Baru aja beberapa jam beliaunya di Lantik  ...Bisakah pertahanan NKRI hancur ?Kemana aja menteri sebelumnya ??? Eh ... Udah mirip cebong belum haha ;negatif
 @_geumddongie @ljnhyuk tapi bu susi bukan menteri lagi /? ;negatif
 @_jenk_kelin @susipudjiastuti mungkin ada menteri lain yg tdk cocok krn tdk setuju bu susi menenggelamkan kapal2 asing pencuri ikan..ya bgmn lg itu hak Prerogatif Presiden suka tdk suka rakyat hrs ttp suka ;negatif
 @_kiranalara Kalau Ketum Partai Jadi Menteri Jokowi  Dia Adalah Anak Buah Presiden Jokowi..siapun orangnya ;negatif
 @_kiranalara Klu gue mah kacian neng....ngotot2 mau jdi raja jatuhnya pembantu jga. Ada apa ini ? Apa emang butuh kerjaan atau ada motivasi laen  klu sya ini mempermalukan diri sendiri. Kita sbai umat tahunya kan die anti pemerintah jokowi awal nah stlh ada tawaran menteri e tiarap jga ;negatif
 @_MoslemToDay_ @damai_bara Kurikulum yg memancing radikalisme???? Baru denger sekarang gw. Dulu dulu ga ada dan memang ga pernah ada. Anda itu sebenarnya menjalankan misi dari sapa pa menteri??? ;negatif
 @140414881404 @jokowi Itu opungmu si Luhut yg gak mau dia jadi menteri lagi. ;negatif
 @1mantilahunga @ReflyHZ Pak @jokowi kami ingin bu susi kembali menjadi menteri kelautan dan perikanan #WeWantSUSI ;negatif
 @1O54RDS                 iya si nadiem makarim  expect gue sih menteri perhubungan lah seenggaknya  taunya mendikbud  - risti              ;negatif
 @1qbalsaputra Iya bner mas aku jg bukan pendukung Jokowi tapi aku suka pas bu @susipudjiastuti di angkat jdi menteri ;negatif
 @1UNOE Wkwkwkwkw.. Prabowo jd menteri itu berarti bukti jg klo Prabowo bantu menangkan Jokowi ya..hadew mat mat ;negatif
 @4Y4NKZ berdamai atau bertransaksi?berdamai?sebagian banyak pendukung jokowi kritis melihat jajaran menteri wajar dongjangan membela secara membabi buta ;negatif
" @942428653KLBG03 Keder deh  milih y smbil ngupil... Posisikan jabatan asal tempel  alhasil krja planga plongo... Kabinet planga plongo jilid 2""";negatif
 @abdullahhaidir1 Sepertinya kabinet gado2 ini sedikit mengkhawatirkan.. Saling mengawasi  menjatuhkan  dan saling menekan bisa terjadi..https://t.co/zGpcgP0buR ;negatif
